Data;D1;D2;D3;D4;D5;D6;Arrecadacao_Total;Sena;Rateio_Sena;Quina;Rateio_Quina;Quadra;Rateio_Quadra;Acumulado;Valor_Acumulado
17/10/2009;8;20;21;43;44;55;22874788.00;0;0;30;44640.50;2965;645.24;SIM;4209080.96
21/10/2009;10;34;41;44;45;54;22981012.00;0;0;22;61156.09;2684;716.11;SIM;14740142.18
24/10/2009;7;35;40;44;50;55;33081040.00;0;0;63;30741.97;4116;672.2;SIM;18307829.45
28/10/2009;4;17;18;54;56;59;34452964.00;1;22023474.44;94;21458.13;6105;471.99;NÃƒO;0
31/10/2009;26;44;46;49;55;56;19222788.00;0;0;20;56270.34;2425;662.97;SIM;2073117.88
04/11/2009;4;14;19;39;45;60;18010282.00;0;0;51;20674.90;3386;444.86;SIM;4015470.76
07/11/2009;7;11;16;18;33;49;25236404.00;0;0;122;12110.47;7528;280.37;SIM;15550005.71
11/11/2009;3;7;29;33;42;56;32858866.00;1;19093732.19;263;7314.59;11744;234;NÃƒO;0
14/11/2009;4;31;42;52;57;59;19735086.00;0;0;21;55019.03;2186;755.06;SIM;2128367.63
18/11/2009;5;8;14;24;29;30;20985848.00;3;1463875.35;152;8083.07;7135;245.99;NÃƒO;0
21/11/2009;8;16;24;39;52;60;17652896.00;1;1903809.92;43;24034.81;3389;435.65;NÃƒO;0
25/11/2009;12;17;19;32;47;55;16567972.00;0;0;75;12933.06;4068;340.63;SIM;9094554.71
28/11/2009;5;18;23;32;49;54;27408748.00;0;0;279;5751.46;9245;247.95;SIM;12050502.92
02/12/2009;1;8;16;34;36;49;34001962.00;0;0;119;16728.24;7753;366.8;SIM;15717508.75
05/12/2009;12;27;30;33;52;55;38359728.00;0;0;104;21594.12;7799;411.36;SIM;19854486.10
09/12/2009;5;10;16;21;39;58;37311790.00;1;23878446.59;111;19679.60;8648;360.84;NÃƒO;0
12/12/2009;9;22;29;36;51;56;21551532.00;0;0;53;23806.49;3770;478.11;SIM;13077964.72
16/12/2009;4;5;6;19;23;39;29603144.00;1;16270571.71;127;13646.69;9233;268.15;NÃƒO;0
19/12/2009;7;31;32;34;37;43;21230956.00;0;0;41;30316.49;4242;418.59;SIM;2289692.56
22/12/2009;19;21;25;28;43;50;14493008.00;0;0;33;25712.12;2763;438.7;SIM;3852718.38
24/12/2009;2;4;15;18;25;36;19145820.00;0;0;118;9499.16;6796;235.62;SIM;5917535.51
26/12/2009;9;28;31;36;37;42;13557048.00;0;0;25;31748.14;2049;553.37;SIM;61731493.11
31/12/2009;10;27;40;46;49;58;435346884.00;2;72450747.46;734;34724.23;55988;650.33;NÃƒO;0
02/01/2010;9;37;40;50;58;60;5610856.00;0;0;6;54748.35;683;687.07;SIM;605113.35
06/01/2010;3;15;26;28;31;58;17301930.00;0;0;66;15347.72;3640;397.54;SIM;2471072.68
09/01/2010;3;30;35;44;47;60;21700966.00;0;0;52;24432.56;3686;492.4;SIM;4811454.35
13/01/2010;1;10;18;19;44;49;22142094.00;0;0;92;14090.42;6105;303.33;SIM;11724753.92
16/01/2010;3;16;19;24;33;60;28855462.00;1;14836725.73;129;13095.79;8734;276.31;NÃƒO;0
20/01/2010;6;10;28;33;34;53;16304810.00;0;0;53;18010.80;3641;374.53;SIM;1758423.03
23/01/2010;6;23;31;33;39;52;20872116.00;0;0;30;40732.25;3040;574.23;SIM;4009415.81
27/01/2010;27;28;29;32;48;55;20929302.00;0;0;37;33116.63;3792;461.61;SIM;6266575.92
30/01/2010;7;8;23;36;46;54;25751354.00;0;0;91;16567.30;6998;307.76;SIM;16684537.21
03/02/2010;15;17;28;31;35;52;30139020.00;0;0;58;30422.46;5033;500.83;SIM;19934936.77
06/02/2010;1;4;14;21;25;51;35293022.00;0;0;101;20457.88;7455;395.94;SIM;23741179.41
10/02/2010;14;20;29;36;44;47;37101290.00;0;0;99;21940.52;6884;450.75;SIM;27742438.13
13/02/2010;6;17;19;34;46;55;42232896.00;0;0;148;16706.38;9655;365.84;SIM;32297124.60
17/02/2010;4;12;14;21;26;28;26100894.00;0;0;141;10837.51;8206;266.02;SIM;46695017.02
20/02/2010;20;28;40;41;51;58;61880258.00;0;0;76;47668.53;6061;853.89;SIM;53368610.37
24/02/2010;9;24;31;44;48;49;76877700.00;0;0;210;21432.57;15420;416.97;SIM;61659631.20
27/02/2010;9;29;41;43;46;49;102544866.00;4;18179694.01;248;24207.80;19079;449.52;NÃƒO;0
03/03/2010;23;30;31;54;55;60;21846804.00;0;0;38;33658.71;2442;748.23;SIM;2356109.85
06/03/2010;5;6;34;46;53;55;29453948.00;0;0;72;23949.93;7628;322.94;SIM;25368068.86
10/03/2010;1;3;5;18;40;48;41908820.00;1;29887804.73;118;20792.97;10504;333.69;NÃƒO;0
13/03/2010;4;7;42;47;48;51;22587152.00;0;0;43;30752.91;4214;448.29;SIM;2435954.08
17/03/2010;18;22;25;30;31;41;23890622.00;0;0;43;32527.61;3308;604.02;SIM;5012483.34
20/03/2010;5;17;31;47;51;53;28875932.00;0;0;72;23479.92;6107;395.46;SIM;8126662.78
24/03/2010;6;14;17;26;40;49;29005080.00;0;0;56;30323.49;5145;471.5;SIM;21170174.38
27/03/2010;20;40;42;52;54;60;38087576.00;0;0;70;31855.07;3923;812;SIM;25277800.98
31/03/2010;22;28;30;31;35;54;41027618.00;0;0;86;27930.00;6211;552.47;SIM;29702501.97
03/04/2010;20;28;43;51;52;56;39708236.00;0;0;44;52834.93;4342;764.86;SIM;33984911.71
07/04/2010;4;5;20;47;53;56;50462180.00;0;0;97;30457.03;8380;503.63;SIM;39427100.86
10/04/2010;1;11;14;23;42;48;62859000.00;1;46206248.49;179;20559.27;12185;431.45;NÃƒO;0
14/04/2010;11;13;27;34;46;49;31138258.00;1;19095125.12;228;7995.63;10746;242.34;NÃƒO;0
17/04/2010;3;10;13;30;41;57;22664280.00;0;0;79;16796.08;5610;337.88;SIM;2444272.09
20/04/2010;6;12;28;43;52;56;18538888.00;0;0;90;12059.64;6438;240.83;SIM;4443633.49
24/04/2010;5;7;24;25;36;47;28108632.00;0;0;140;11754.52;9619;244.4;SIM;7475062.00
28/04/2010;6;7;39;47;51;52;28791936.00;0;0;38;44358.87;4174;576.91;SIM;19341429.43
30/04/2010;2;3;12;16;37;47;30584616.00;0;0;77;23254.42;6958;367.63;SIM;22639885.13
05/05/2010;11;14;21;30;33;49;40516056.00;0;0;102;23255.21;7379;459.22;SIM;27009415.74
08/05/2010;33;38;47;50;52;55;46418328.00;1;32015488.03;78;34840.80;6269;619.27;NÃƒO;0
12/05/2010;1;22;30;45;50;53;19655986.00;0;0;27;42621.06;2330;705.56;SIM;2119836.94
15/05/2010;5;22;28;47;59;60;25567678.00;0;0;99;15119.91;5765;370.92;SIM;15909470.94
19/05/2010;12;30;34;44;57;60;33176212.00;0;0;70;27747.38;5176;536.07;SIM;19487422.20
22/05/2010;18;20;26;31;44;45;40659128.00;0;0;67;35528.46;5964;570.18;SIM;23872382.69
26/05/2010;2;4;29;52;56;60;40959376.00;0;0;82;29243.72;7157;478.64;SIM;28289723.98
29/05/2010;5;10;12;20;29;37;49002816.00;4;8393631.32;545;5264.03;21948;186.73;NÃƒO;0
02/06/2010;4;9;23;27;28;30;20256366.00;0;0;134;8850.14;7342;230.75;SIM;14661502.87
05/06/2010;2;10;21;35;43;54;29288102.00;0;0;96;17861.30;5571;439.69;SIM;17820133.57
09/06/2010;7;8;12;13;15;41;36225720.00;1;21726964.78;196;10820.67;12126;249.85;NÃƒO;0
12/06/2010;8;17;19;40;43;49;20990400.00;0;0;42;29259.35;4013;437.46;SIM;2263749.35
16/06/2010;9;20;44;52;59;60;20701566.00;0;0;32;37874.46;3164;547.21;SIM;4496348.84
19/06/2010;14;21;27;31;35;50;25805114.00;0;0;44;34335.73;4064;531.06;SIM;16296089.09
23/06/2010;10;11;19;37;53;56;30752700.00;2;9806336.06;146;12331.72;7261;354.22;NÃƒO;0
26/06/2010;3;11;16;22;25;33;18169908.00;0;0;138;7708.45;6525;232.89;SIM;1959568.05
30/06/2010;17;20;49;52;57;59;19450952.00;0;0;34;33493.09;2691;604.53;SIM;4057292.71
03/07/2010;2;9;12;14;32;54;22466636.00;0;0;72;18268.32;5845;321.47;SIM;6480249.51
07/07/2010;6;13;24;41;50;53;25291720.00;0;0;54;27420.66;4511;468.92;SIM;17080404.23
10/07/2010;17;20;26;27;55;57;33032140.00;1;20642817.77;63;30696.54;4448;621.1;NÃƒO;0
14/07/2010;3;6;19;20;58;60;17725202.00;0;0;85;12208.59;5086;291.48;SIM;1911607.90
17/07/2010;36;37;39;49;54;60;22316318.00;0;0;35;37329.11;2662;701.14;SIM;4318353.37
21/07/2010;22;29;36;41;48;58;23482624.00;0;0;52;26438.48;3708;529.66;SIM;6850881.31
24/07/2010;16;19;23;28;39;58;27352780.00;0;0;71;22554.66;5692;401.91;SIM;18200523.70
28/07/2010;3;10;11;39;54;56;33518376.00;1;21815376.29;91;21564.27;6489;432.01;NÃƒO;0
31/07/2010;28;32;36;49;55;60;19058168.00;0;0;67;16653.27;3425;465.38;SIM;2055364.13
04/08/2010;8;9;11;48;53;60;20920800.00;0;0;63;19441.55;4195;417.1;SIM;4311607.33
07/08/2010;7;9;30;33;38;55;25095694.00;0;0;99;14840.80;6138;341.95;SIM;7018099.86
11/08/2010;5;10;25;39;43;52;26275440.00;0;0;95;16192.71;6613;332.31;SIM;18316592.66
14/08/2010;4;13;14;26;29;35;36208214.00;0;0;141;15034.23;9645;313.97;SIM;22221535.91
18/08/2010;2;6;11;36;37;48;38590864.00;0;0;112;20172.50;8526;378.55;SIM;26383440.55
21/08/2010;9;11;22;32;35;56;46011358.00;0;0;108;24942.19;8377;459.37;SIM;31345622.39
25/08/2010;1;12;20;26;45;54;51832516.00;0;0;125;24276.47;9464;458.06;SIM;36935598.02
28/08/2010;5;14;17;30;35;38;64118190.00;0;0;251;14955.49;16146;332.13;SIM;59900458.51
01/09/2010;3;7;9;10;31;34;124600180.00;0;0;993;7346.20;57447;181.4;SIM;73338200.39
04/09/2010;3;15;31;36;48;54;177888800.00;7;13217564.89;981;10616.29;44163;336.88;NÃƒO;0
08/09/2010;2;23;33;35;40;50;18443790.00;0;0;28;38564.29;2326;663.18;SIM;1989105.38
11/09/2010;3;11;26;34;45;53;28112394.00;0;0;111;14827.50;6156;381.93;SIM;5020939.63
15/09/2010;5;29;30;36;41;48;29803386.00;0;0;87;20055.78;6593;378.07;SIM;33917085.84
18/09/2010;10;25;30;47;50;51;52992216.00;0;0;144;21544.81;10052;440.91;SIM;39632131.51
22/09/2010;4;7;13;25;27;58;57159394.00;0;0;555;6029.59;26524;180.23;SIM;45796594.37
25/09/2010;5;11;15;28;43;50;69238306.00;0;0;266;15239.05;16184;357.81;SIM;53263730.31
29/09/2010;10;23;29;31;33;46;86469726.00;0;0;211;23992.46;17290;418.27;SIM;62589221.31
02/10/2010;2;33;34;37;41;53;107640740.00;0;0;220;28644.89;17919;502.4;SIM;99517334.59
06/10/2010;5;15;43;48;52;55;181969176.00;1;119142144.27;377;28258.54;30478;499.35;NÃƒO;0
09/10/2010;5;14;37;43;46;58;26146224.00;0;0;102;15007.28;5864;372.91;SIM;2819788.93
13/10/2010;5;8;19;26;48;57;24254156.00;0;0;121;11735.29;7404;273.97;SIM;5435524.20
16/10/2010;15;17;35;42;47;48;35565226.00;0;0;358;5816.15;9411;316.07;SIM;9271123.19
20/10/2010;19;21;27;41;53;57;37770716.00;1;13344577.42;124;17833.09;6867;460.02;NÃƒO;0
23/10/2010;31;32;34;40;50;55;39382110.00;1;24970852.82;36;64045.66;3825;861.11;NÃƒO;0
27/10/2010;10;31;40;50;55;56;22114710.00;0;0;57;22714.31;9917;186.5;SIM;2385002.68
30/10/2010;4;28;30;31;35;54;28377038.00;1;5445377.96;463;3588.23;5301;447.71;NÃƒO;0
03/11/2010;10;23;36;50;52;60;18171942.00;0;0;43;24741.50;3050;498.3;SIM;1959787.41
06/11/2010;12;30;32;40;49;60;27891626.00;0;0;42;38879.24;2827;825.16;SIM;14182939.00
10/11/2010;9;12;19;22;35;37;34852882.00;0;0;110;18549.80;9272;314.38;SIM;17941713.91
13/11/2010;5;20;23;27;39;49;41183828.00;1;22383261.66;161;14975.94;9961;345.79;NÃƒO;0
17/11/2010;8;11;12;15;18;22;18310616.00;0;0;161;6658.40;7374;207.68;SIM;1974742.97
20/11/2010;22;29;32;49;54;59;24496594.00;0;0;33;43459.53;3057;670.2;SIM;4616624.43
24/11/2010;3;5;19;24;30;35;26346304.00;0;0;120;12853.80;9102;242.09;SIM;17300360.17
27/11/2010;10;16;20;26;49;55;35707024.00;0;0;83;25186.56;6028;495.42;SIM;21151251.64
01/12/2010;3;8;17;20;38;53;37987018.00;0;0;136;16352.70;9270;342.72;SIM;25248033.37
04/12/2010;5;18;21;26;39;59;45457850.00;1;30150521.09;132;20161.75;9303;408.67;NÃƒO;0
08/12/2010;13;14;24;39;40;45;20265740.00;0;0;41;28938.22;3065;553;SIM;2185597.01
11/12/2010;1;15;37;39;48;52;26507920.00;0;0;57;27226.64;3794;584.35;SIM;16292399.49
15/12/2010;8;9;12;22;42;49;33280228.00;0;0;123;15840.70;8257;337.1;SIM;19881568.56
18/12/2010;10;13;25;26;28;45;38582506.00;0;0;181;12479.72;12556;257;SIM;24042571.82
20/12/2010;11;34;45;48;51;54;15206152.00;0;0;19;46855.32;2046;621.59;SIM;25682508.00
22/12/2010;9;19;23;29;32;57;36481150.00;0;0;139;15365.51;8401;363.18;SIM;29616886.54
24/12/2010;2;8;15;25;34;45;34804982.00;0;0;124;16432.85;9080;320.59;SIM;104122626.00
31/12/2010;2;10;34;37;43;50;472524744.00;4;48598800.01;1561;17722.09;94921;416.34;NÃƒO;0
05/01/2011;10;37;40;43;57;59;19919216.00;0;0;46;25351.73;3939;422.94;SIM;2148225.48
08/01/2011;3;9;11;24;36;51;25486842.00;0;0;164;9098.41;9543;223.37;SIM;4896902.11
12/01/2011;20;33;34;57;58;60;26909134.00;0;0;86;18318.69;3832;587.31;SIM;7798968.50
15/01/2011;3;8;36;40;51;53;31331494.00;1;11177972.67;103;17808.90;5887;445.12;NÃƒO;0
19/01/2011;1;2;24;40;51;59;24818540.00;0;0;61;23819.88;4394;472.4;SIM;9702756.58
22/01/2011;5;27;34;46;48;52;30378346.00;0;0;261;6814.23;9795;259.39;SIM;12978966.70
26/01/2011;2;14;35;39;49;51;30827508.00;0;0;67;26937.47;4975;518.25;SIM;16303617.54
29/01/2011;2;17;23;43;44;51;32285876.00;0;0;99;19092.84;7284;370.71;SIM;19785548.84
02/02/2011;7;9;14;18;29;39;37458520.00;0;0;142;15443.85;9454;331.38;SIM;34384817.93
05/02/2011;5;23;38;39;51;54;49433152.00;0;0;155;18671.52;11485;359.98;SIM;39716029.61
09/02/2011;26;33;35;38;43;53;53756440.00;0;0;121;26009.88;8843;508.42;SIM;45513494.46
12/02/2011;2;15;26;27;30;52;64072694.00;2;26211767.61;154;24358.21;11765;455.48;NÃƒO;0
16/02/2011;11;26;47;55;57;59;20773872.00;0;0;27;45045.03;2688;646.37;SIM;2240397.48
19/02/2011;4;6;39;46;54;58;26806906.00;0;0;74;21208.42;5240;427.86;SIM;19695537.06
23/02/2011;19;23;29;31;41;53;36464798.00;0;0;70;30497.83;5798;526;SIM;23628152.10
26/02/2011;10;14;22;41;42;53;43097450.00;0;0;78;32348.20;6490;555.39;SIM;28276078.02
02/03/2011;5;7;8;9;11;39;47098396.00;2;16677746.77;440;6266.81;25528;154.3;NÃƒO;0
05/03/2011;4;18;26;36;41;53;23203890.00;0;0;79;17195.98;4180;464.27;SIM;2502467.36
09/03/2011;4;17;36;37;51;56;14366458.00;0;0;29;29003.13;2583;465.17;SIM;15184977.60
12/03/2011;13;19;24;46;50;60;35654892.00;0;0;97;21519.92;7669;388.84;SIM;19030246.79
16/03/2011;6;10;33;39;42;60;38583902.00;0;0;106;21310.49;8019;402.42;SIM;23191400.61
19/03/2011;4;20;30;41;47;58;43579250.00;0;0;56;45560.13;5172;704.71;SIM;27891287.17
23/03/2011;3;16;17;44;53;60;47680918.00;0;0;123;22695.13;8836;451.31;SIM;33033525.87
26/03/2011;4;5;15;17;27;51;53724824.00;2;19413790.51;200;15726.72;15111;297.35;NÃƒO;0
30/03/2011;5;9;24;31;33;42;30161598.00;0;0;144;12262.67;9186;274.61;SIM;18113899.54
02/04/2011;1;2;39;48;52;59;39846552.00;0;0;65;35889.76;6281;530.58;SIM;22411226.22
06/04/2011;13;26;27;28;35;52;42828192.00;0;0;113;22189.35;9626;372.11;SIM;27030113.51
09/04/2011;13;19;26;40;58;60;50241482.00;0;0;118;24927.21;8910;471.6;SIM;32448501.08
13/04/2011;13;17;21;39;40;59;53983258.00;0;0;166;19039.00;11088;407.19;SIM;52984883.98
16/04/2011;2;14;48;55;58;60;73653244.00;0;0;111;38847.41;11630;529.67;SIM;60928157.26
20/04/2011;5;9;11;22;36;40;97178962.00;2;35704303.03;560;10159.62;30367;267.64;NÃƒO;0
23/04/2011;12;18;31;50;59;60;14072746.00;0;0;30;27463.17;1783;660.11;SIM;1517701.88
27/04/2011;4;16;24;25;30;56;26858214.00;0;0;187;8408.70;5455;411.79;SIM;4414276.70
30/04/2011;8;14;29;35;36;40;32711460.00;0;0;98;19541.91;5880;465.28;SIM;24514912.08
04/05/2011;6;10;16;20;29;54;43424628.00;0;0;97;26209.43;8585;423.04;SIM;29198123.13
07/05/2011;8;11;14;30;36;38;53275668.00;1;34943738.22;198;15752.77;12813;347.75;NÃƒO;0
11/05/2011;4;23;39;52;55;56;23599586.00;0;0;37;37341.85;4203;469.61;SIM;2545141.94
14/05/2011;8;30;40;44;59;60;30264746.00;0;0;57;31085.32;4333;584.17;SIM;5809100.65
18/05/2011;20;21;26;29;31;36;30674654.00;0;0;46;39040.47;3353;765.14;SIM;21403382.14
21/05/2011;10;15;28;31;33;38;43657466.00;0;0;127;20125.56;9744;374.72;SIM;26111704.05
25/05/2011;2;5;28;33;51;52;46704214.00;0;0;185;14780.11;12297;317.65;SIM;31148608.26
28/05/2011;11;12;31;33;42;52;54299780.00;0;0;137;23204.42;8177;555.39;SIM;37004670.64
01/06/2011;17;30;32;40;42;56;64550366.00;0;0;69;54770.01;7350;734.52;SIM;43966226.83
04/06/2011;1;3;8;13;27;52;82657220.00;2;26440275.46;436;11099.09;30724;225;NÃƒO;0
08/06/2011;2;3;14;23;34;50;39216014.00;0;0;93;24687.30;7535;435.28;SIM;24014974.07
11/06/2011;18;40;47;54;57;58;48474300.00;0;0;49;57917.35;5416;748.56;SIM;29242776.55
15/06/2011;9;11;23;30;31;54;49790146.00;0;0;128;22773.34;10397;400.52;SIM;34612488.92
18/06/2011;1;13;24;40;44;50;57303466.00;0;0;163;20581.95;11182;428.6;SIM;40792489.49
22/06/2011;4;6;29;48;50;51;64840156.00;0;0;148;25649.30;10401;521.39;SIM;65385078.43
25/06/2011;2;5;15;20;43;57;74795498.00;1;73451540.26;314;13945.66;20014;312.56;NÃƒO;0
29/06/2011;10;14;43;46;49;53;22389830.00;0;0;48;27308.81;3607;519.15;SIM;2414673.52
02/07/2011;2;5;11;13;56;59;29736902.00;0;0;100;17409.61;9538;260.75;SIM;5621705.90
06/07/2011;14;15;30;53;55;60;31765670.00;1;9047534.60;38;48940.41;4046;656.63;NÃƒO;0
09/07/2011;8;22;32;43;53;56;24421448.00;0;0;35;40850.42;3035;672.98;SIM;15046663.45
13/07/2011;43;44;46;53;54;59;36367478.00;2;9484391.42;58;36709.50;3652;832.87;NÃƒO;0
16/07/2011;3;16;23;25;51;56;25508528.00;1;2751015.40;74;20181.19;5155;413.85;NÃƒO;0
20/07/2011;2;10;15;44;56;57;21695498.00;0;0;63;20161.47;5084;356.91;SIM;2339791.97
23/07/2011;8;19;46;51;52;54;27473682.00;0;0;40;40211.48;3573;643.1;SIM;5302743.11
27/07/2011;7;14;15;20;23;35;28646906.00;0;0;79;21229.70;7568;316.58;SIM;17861876.13
30/07/2011;3;5;11;36;44;46;39487318.00;0;0;136;16998.55;9982;330.85;SIM;22120460.55
03/08/2011;6;19;22;34;43;45;42754456.00;0;0;167;14988.50;10694;334.37;SIM;26731395.64
06/08/2011;7;10;32;43;47;54;49555382.00;1;32075789.45;153;18962.37;11019;376.13;NÃƒO;0
09/08/2011;7;8;24;30;33;47;14716496.00;0;0;75;11487.79;4417;278.65;SIM;1587128.31
11/08/2011;7;12;25;26;32;39;22953932.00;0;0;100;13438.49;6163;311.5;SIM;15550756.73
13/08/2011;8;9;14;32;53;59;35441740.00;0;0;107;19392.08;7570;391.57;SIM;19373038.14
17/08/2011;7;9;12;19;45;54;39404808.00;0;0;253;9118.47;13609;242.16;SIM;23622724.12
20/08/2011;5;20;22;28;29;30;45959796.00;0;0;201;13386.76;10377;370.42;SIM;28579345.16
24/08/2011;1;4;26;39;43;49;48565804.00;0;0;140;20309.34;9036;449.52;SIM;33817016.06
27/08/2011;38;42;44;52;58;60;57336632.00;0;0;122;27514.75;7797;615.03;SIM;55369062.27
31/08/2011;1;27;29;38;50;52;79859638.00;1;63981675.84;108;43290.92;9003;741.88;NÃƒO;0
03/09/2011;8;13;25;34;42;48;26185292.00;1;2824002.29;241;6361.12;9757;224.45;NÃƒO;0
08/09/2011;6;13;29;30;35;37;20544576.00;0;0;67;17952.11;5004;343.38;SIM;2215668.61
10/09/2011;11;14;16;28;34;46;25462822.00;0;0;140;10648.09;6962;305.89;SIM;4961754.76
14/09/2011;4;5;16;18;27;51;30169434.00;0;0;103;17148.38;7798;323.57;SIM;20568151.64
17/09/2011;17;24;25;38;41;55;44252956.00;0;0;128;20240.70;8496;435.63;SIM;25340695.29
21/09/2011;10;47;51;53;59;60;53135684.00;1;31071213.53;128;24303.54;11775;377.41;NÃƒO;0
24/09/2011;10;21;43;47;53;55;25427030.00;0;0;54;27567.36;3738;568.92;SIM;2742226.09
28/09/2011;6;15;25;37;48;55;28429866.00;0;0;58;28697.23;5387;441.39;SIM;5808298.70
01/10/2011;18;29;31;44;51;57;34005492.00;0;0;86;23149.62;5421;524.64;SIM;22033754.85
05/10/2011;2;5;16;20;35;43;43670856.00;0;0;195;13111.44;14090;259.22;SIM;26743520.84
08/10/2011;10;11;18;19;30;50;52738340.00;0;0;179;17249.11;13207;333.97;SIM;32431186.77
13/10/2011;16;35;36;41;52;54;58515206.00;0;0;89;38492.13;7175;682.09;SIM;38741869.73
15/10/2011;10;23;27;43;53;59;61651408.00;1;45390782.32;213;16945.58;14179;363.65;NÃƒO;0
19/10/2011;7;8;11;39;43;50;25381758.00;0;0;66;22514.95;5244;404.81;SIM;19139519.77
22/10/2011;8;18;21;30;48;49;44818908.00;0;0;76;34525.57;6768;553.85;SIM;23973099.60
26/10/2011;9;24;26;39;46;57;48606926.00;1;29215205.37;157;18125.57;11461;354.7;NÃƒO;0
29/10/2011;3;5;13;24;35;59;27477446.00;1;2963357.08;150;10724.53;10790;212.98;NÃƒO;0
03/11/2011;25;26;28;33;42;51;23695356.00;0;0;54;25689.91;3893;509.06;SIM;2555470.44
05/11/2011;1;6;8;10;25;27;28431066.00;0;0;392;4246.20;16794;141.59;SIM;17351264.84
09/11/2011;3;14;20;22;49;51;42041302.00;1;21885288.49;94;26184.33;7457;471.52;NÃƒO;0
12/11/2011;1;32;38;47;51;54;28618536.00;1;3086420.09;38;44091.72;3539;676.33;NÃƒO;0
16/11/2011;2;20;35;38;45;51;20058304.00;0;0;30;39144.08;2680;625.97;SIM;2163225.69
19/11/2011;1;18;19;33;43;60;30461948.00;1;5448452.03;102;17484.40;6329;402.54;NÃƒO;0
23/11/2011;7;10;14;16;54;59;23396164.00;0;0;58;23616.19;5087;384.66;SIM;12323951.62
26/11/2011;13;21;30;36;59;60;35779136.00;0;0;71;29502.90;6148;486.73;SIM;16182620.14
30/11/2011;1;11;20;37;40;52;40783200.00;0;0;90;26529.68;6566;519.48;SIM;20580961.40
03/12/2011;5;7;42;46;50;60;47829560.00;0;0;102;27452.98;8092;494.35;SIM;25739230.68
07/12/2011;19;20;31;42;51;56;49985698.00;0;0;58;50455.78;6113;683.89;SIM;31130032.72
10/12/2011;8;19;21;36;42;59;58986186.00;3;12497169.80;236;14632.94;13393;368.35;NÃƒO;0
14/12/2011;7;17;19;26;40;50;35477030.00;0;0;74;28067.82;6043;491;SIM;19645695.09
17/12/2011;12;32;40;47;48;59;44171706.00;1;24409476.19;57;45369.34;5205;709.77;NÃƒO;0
20/12/2011;9;19;45;46;54;56;15591154.00;0;0;38;24020.82;2940;443.53;SIM;1681457.45
22/12/2011;7;12;38;39;45;56;24032082.00;0;0;89;15808.64;5009;401.26;SIM;4273242.73
24/12/2011;9;19;20;50;51;60;26205394.00;1;7099412.95;168;9132.18;7012;312.56;NÃƒO;0
31/12/2011;3;4;29;36;45;55;549326718.00;5;35523497.52;954;33711.30;85582;536.83;NÃƒO;0
04/01/2012;13;33;36;41;50;56;20333424.00;0;0;34;35012.63;3264;521.02;SIM;2192896.53
07/01/2012;9;18;24;35;36;59;27619428.00;0;0;75;21559.89;6632;348.3;SIM;5171565.92
11/01/2012;3;11;13;27;32;47;29111596.00;1;8311160.99;161;10586.03;10308;236.2;NÃƒO;0
14/01/2012;2;8;38;42;48;49;26110882.00;1;2815977.40;71;21530.61;4842;451.01;NÃƒO;0
18/01/2012;11;17;24;39;46;49;28231626.00;0;0;133;12427.32;6490;363.81;SIM;10038894.30
21/01/2012;6;13;21;22;31;46;34891612.00;0;0;90;22697.17;7070;412.75;SIM;13801846.13
25/01/2012;1;19;24;26;52;55;34816916.00;0;0;116;17572.17;6940;419.59;SIM;17556742.21
28/01/2012;3;15;16;35;37;47;41749108.00;0;0;145;16856.70;10440;334.45;SIM;22059253.65
01/02/2012;6;10;12;17;28;53;43427112.00;0;0;254;10009.69;13663;265.83;SIM;39156095.15
04/02/2012;2;16;17;25;50;54;57400014.00;2;22673254.06;112;30004.55;9880;485.9;NÃƒO;0
08/02/2012;23;27;30;37;38;44;23685136.00;0;0;38;36490.98;3381;585.9;SIM;2554368.24
11/02/2012;2;12;19;22;36;58;29840642.00;3;1924196.22;129;13542.90;8825;282.8;NÃƒO;0
15/02/2012;25;35;42;45;52;57;22238800.00;0;0;36;36166.13;2744;677.83;SIM;2398385.40
18/02/2012;10;13;20;40;44;53;27107626.00;0;0;60;26450.47;4436;511.08;SIM;16186627.78
22/02/2012;2;24;26;32;35;50;20781492.00;0;0;52;23397.34;3368;516.05;SIM;18427847.04
25/02/2012;12;27;37;44;54;59;41492838.00;1;22902720.55;124;19590.46;7974;435.2;NÃƒO;0
01/03/2012;2;7;13;29;38;43;17429746.00;0;0;111;9193.08;6443;226.25;SIM;1879743.88
03/03/2012;10;21;26;29;32;38;27762382.00;1;4873830.43;34;47804.75;4447;522.13;NÃƒO;0
07/03/2012;5;16;24;32;38;46;21682238.00;0;0;195;6509.72;7636;237.48;SIM;11093283.98
10/03/2012;2;4;5;27;49;59;36211332.00;2;7499281.75;115;18434.86;9979;303.49;NÃƒO;0
14/03/2012;3;4;8;11;47;49;21159460.00;0;0;101;12265.25;7421;238.47;SIM;2281981.94
17/03/2012;3;36;40;46;58;60;28545872.00;0;0;48;34817.31;4069;586.74;SIM;5360565.43
21/03/2012;7;27;39;52;55;57;29296932.00;1;8520148.41;73;23495.92;6082;402.87;NÃƒO;0
24/03/2012;6;21;28;31;33;43;24212762.00;0;0;32;44298.35;3575;566.45;SIM;12062910.42
28/03/2012;14;25;28;45;53;58;33206740.00;2;7822077.02;121;16066.97;7136;389.19;NÃƒO;0
31/03/2012;9;11;21;49;53;54;24649260.00;0;0;57;25317.58;4091;503.92;SIM;2658346.01
